miRNA,182_S25_R1_001,112_S27_R1_001,15-7p150_S32_R1_001,192_S22_R1_001,15-1p16_S33_R1_001,121_S24_R1_001,153_S15_R1_001,124_S16_R1_001,166_S4_R1_001,059_S13_R1_001,167_S23_R1_001,149_S3_R1_001,093_S6_R1_001,144_S5_R1_001,062_S19_R1_001,179_S26_R1_001,138_S30_R1_001,033_S21_R1_001,6c_S47_R1_001,123_S20_R1_001,1c_S43_R1_001,29-7p16_S41_R1_001,Undetermined_S0_R1_001,197_S2_R1_001,15-7p16_S31_R1_001,29-1p16_S39_R1_001,17-7p150_S38_R1_001,109_S9_R1_001,187_S10_R1_001,105_S1_R1_001,15-1p150_S34_R1_001,29-7p150_S42_R1_001,17-1p150_S36_R1_001,17-7p16_S37_R1_001,127_S29_R1_001,164_S14_R1_001,075_S12_R1_001,135_S7_R1_001,17-1p16_S35_R1_001,019_S18_R1_001,125_S11_R1_001,106_S28_R1_001,7c_S44_R1_001,32c_S45_R1_001,29-1p150_S40_R1_001,4c_S46_R1_001,103_S17_R1_001,34c_S48_R1_001,128_S8_R1_001
Hsa-Mir-181-P2c_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2c_5p,58.0,102.0,0.0,155.0,43.0,271.0,36.0,93.0,51.0,191.0,228.0,67.0,72.0,54.0,326.0,230.0,95.0,62.0,698.0,146.0,402.0,28.0,72.0,66.0,512.0,0.0,16.0,117.0,171.0,66.0,59.0,0.0,38.0,109.0,0.0,96.0,0.0,82.0,27.0,193.0,131.0,3.0,421.0,7.0,0.0,33.0,26.0,398.0,49.0
Hsa-Mir-184_3p,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.0,0.0,28.0,0.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,121.0,0.0
Hsa-Mir-184_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-185_3p*,154.0,442.0,61.0,350.0,87.0,520.0,189.0,231.0,122.0,353.0,907.0,108.0,170.0,295.0,419.0,161.0,367.0,134.0,98.0,208.0,69.0,17.0,176.0,292.0,222.0,0.0,20.0,268.0,239.0,102.0,15.0,0.0,11.0,46.0,84.0,74.0,89.0,236.0,20.0,345.0,124.0,432.0,171.0,13.0,0.0,56.0,248.0,359.0,469.0
Hsa-Mir-185_5p,140.0,201.0,114.0,189.0,21.0,454.0,111.0,80.0,51.0,145.0,543.0,41.0,75.0,93.0,128.0,148.0,161.0,229.0,2040.0,184.0,713.0,0.0,169.0,114.0,0.0,9.0,19.0,110.0,121.0,96.0,52.0,0.0,8.0,39.0,56.0,63.0,140.0,64.0,11.0,146.0,32.0,377.0,1522.0,3.0,22.0,43.0,93.0,4684.0,77.0
Hsa-Mir-186_3p*,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-186_5p,60867.0,102494.0,8962.0,61343.0,6469.0,71923.0,44277.0,49431.0,22776.0,50847.0,146315.0,30951.0,33340.0,26040.0,82391.0,55121.0,102283.0,43255.0,46334.0,65084.0,41183.0,2591.0,27786.0,46693.0,10016.0,749.0,3529.0,45693.0,21612.0,32251.0,24311.0,2379.0,4773.0,11074.0,17016.0,26833.0,27837.0,41820.0,5951.0,43229.0,23575.0,72084.0,72920.0,3045.0,2068.0,14230.0,41638.0,116059.0,58738.0
Hsa-Mir-187_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-187_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-188-P1_3p*,0.0,3.0,120.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,12.0,8.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0
Hsa-Mir-188-P1_5p,69.0,45.0,0.0,37.0,0.0,39.0,90.0,39.0,47.0,51.0,0.0,30.0,56.0,53.0,3.0,0.0,77.0,16.0,20.0,18.0,6.0,0.0,17.0,37.0,0.0,0.0,14.0,35.0,63.0,50.0,75.0,0.0,3.0,0.0,24.0,23.0,0.0,50.0,0.0,92.0,90.0,0.0,14.0,0.0,0.0,0.0,43.0,2.0,41.0
Hsa-Mir-188-P2_3p*,22.0,174.0,133.0,158.0,27.0,141.0,47.0,157.0,91.0,174.0,307.0,118.0,50.0,68.0,188.0,131.0,134.0,137.0,187.0,160.0,82.0,13.0,78.0,139.0,0.0,6.0,34.0,151.0,80.0,68.0,159.0,0.0,22.0,17.0,15.0,77.0,2.0,97.0,5.0,74.0,188.0,4.0,292.0,69.0,40.0,0.0,94.0,557.0,109.0
Hsa-Mir-188-P2_5p,10430.0,25816.0,3813.0,23578.0,656.0,23412.0,20180.0,23296.0,21689.0,30645.0,36956.0,23430.0,19453.0,18018.0,22227.0,20929.0,29885.0,15877.0,5470.0,22228.0,6718.0,214.0,10808.0,27260.0,1442.0,138.0,940.0,30805.0,10862.0,14609.0,5627.0,369.0,594.0,783.0,3749.0,18912.0,7599.0,29054.0,446.0,17367.0,16983.0,8302.0,12536.0,911.0,273.0,247.0,19368.0,13571.0,29705.0
Hsa-Mir-188-P3_3p*,53.0,13.0,0.0,34.0,0.0,23.0,13.0,7.0,10.0,4.0,32.0,16.0,17.0,6.0,17.0,24.0,47.0,4.0,12.0,32.0,22.0,0.0,14.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,23.0,0.0,0.0,12.0,0.0,0.0,0.0,23.0,0.0,10.0,44.0,0.0,5.0,8.0,0.0,0.0,26.0,3.0,7.0
Hsa-Mir-188-P3_5p,8248.0,8744.0,1774.0,9347.0,305.0,7083.0,7853.0,7649.0,8638.0,10717.0,6457.0,9922.0,8342.0,7031.0,10153.0,9186.0,11873.0,7791.0,2343.0,11142.0,1757.0,72.0,4134.0,7437.0,516.0,17.0,737.0,9382.0,6153.0,4426.0,2470.0,216.0,333.0,185.0,1031.0,7921.0,497.0,8490.0,212.0,6170.0,13428.0,58.0,3246.0,225.0,68.0,41.0,7035.0,1738.0,9188.0
Hsa-Mir-19-P1_3p,5683.0,9301.0,540.0,7983.0,153.0,6144.0,6330.0,7710.0,6497.0,10075.0,10118.0,8034.0,6167.0,4958.0,8013.0,8086.0,11651.0,5559.0,3416.0,6374.0,2619.0,134.0,3488.0,6826.0,613.0,28.0,144.0,10606.0,2478.0,4214.0,1033.0,6.0,129.0,140.0,928.0,5780.0,2231.0,8921.0,112.0,5290.0,6542.0,2141.0,4350.0,69.0,50.0,62.0,8100.0,566.0,11360.0
Hsa-Mir-19-P1_5p*,9.0,50.0,0.0,30.0,0.0,0.0,21.0,18.0,16.0,22.0,0.0,3.0,0.0,0.0,44.0,0.0,46.0,4.0,4.0,24.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,35.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,15.0,12.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,25.0
Hsa-Mir-19-P2a_3p/P2b_3p,22124.0,34272.0,821.0,29464.0,698.0,23858.0,25263.0,33104.0,27539.0,37776.0,43191.0,30604.0,26052.0,20657.0,27986.0,29334.0,44099.0,18789.0,11313.0,24449.0,7961.0,257.0,13603.0,36619.0,2367.0,103.0,583.0,41862.0,9971.0,18264.0,2466.0,136.0,330.0,1122.0,4479.0,22822.0,10808.0,32416.0,323.0,20407.0,18553.0,12909.0,13506.0,397.0,134.0,50.0,29253.0,5962.0,39384.0
Hsa-Mir-19-P2a_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-19-P2b_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-190-P1_3p*,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Hsa-Mir-190-P1_5p,4.0,35.0,0.0,34.0,22.0,61.0,9.0,26.0,13.0,31.0,0.0,15.0,0.0,29.0,38.0,7.0,35.0,17.0,779.0,44.0,197.0,11.0,39.0,0.0,0.0,0.0,12.0,66.0,89.0,0.0,3.0,0.0,0.0,59.0,0.0,3.0,0.0,22.0,0.0,0.0,31.0,0.0,437.0,6.0,4.0,0.0,62.0,177.0,36.0
Hsa-Mir-190-P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-190-P2_5p,20.0,16.0,0.0,17.0,0.0,0.0,5.0,11.0,9.0,11.0,0.0,0.0,0.0,2.0,9.0,13.0,37.0,9.0,26.0,13.0,14.0,0.0,10.0,23.0,0.0,0.0,0.0,37.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,0.0,0.0,13.0,0.0,75.0,6.0,0.0,0.0,0.0,79.0,8.0
Hsa-Mir-1908_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Hsa-Mir-1908_5p,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
Hsa-Mir-1910_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1910_5p*,9.0,0.0,0.0,10.0,0.0,18.0,0.0,0.0,6.0,0.0,45.0,10.0,9.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,43.0,0.0,33.0,0.0,6.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1911_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1911_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1912_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1912_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1913_3p*,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1913_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1914_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1914_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-191_3p*,65.0,20.0,0.0,57.0,36.0,27.0,62.0,0.0,52.0,67.0,139.0,38.0,34.0,0.0,142.0,158.0,66.0,47.0,19.0,28.0,6.0,0.0,34.0,94.0,0.0,0.0,21.0,64.0,0.0,14.0,42.0,0.0,3.0,0.0,19.0,79.0,0.0,16.0,31.0,37.0,41.0,0.0,22.0,6.0,0.0,0.0,38.0,12.0,23.0
Hsa-Mir-191_5p,12840.0,59530.0,6955.0,40338.0,18586.0,42301.0,15708.0,38333.0,16562.0,34007.0,52953.0,18594.0,9960.0,13772.0,137797.0,57371.0,72326.0,26480.0,285505.0,29245.0,210338.0,7830.0,40919.0,35826.0,26636.0,1825.0,2420.0,33277.0,10405.0,23489.0,13024.0,3860.0,3635.0,33171.0,10793.0,13546.0,10177.0,33383.0,14264.0,23683.0,13617.0,76843.0,472409.0,148232.0,1104.0,46612.0,23449.0,769170.0,22300.0
Hsa-Mir-192-P1_3p*,82.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,47.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,168.0,141.0,0.0,0.0,10.0,16.0,0.0
Hsa-Mir-192-P1_5p,3344402.0,158427.0,31357.0,97861.0,2886.0,121975.0,95870.0,111424.0,65132.0,127922.0,184325.0,46413.0,61572.0,56758.0,88233.0,145102.0,151163.0,156048.0,30236.0,73133.0,419103.0,1792.0,117563.0,128322.0,8661.0,735.0,2870.0,106301.0,96117.0,61448.0,67646.0,2093.0,3503.0,4304.0,39680.0,60203.0,35605.0,89558.0,2425.0,109461.0,33174.0,43669.0,1909074.0,432060.0,1611.0,24837.0,119096.0,76229.0,127937.0
Hsa-Mir-192-P1_5p/P2_5p,176445.0,8125.0,2686.0,6830.0,683.0,10698.0,4845.0,6352.0,3326.0,6000.0,11172.0,2945.0,4057.0,2203.0,4320.0,14419.0,6867.0,10512.0,4505.0,4836.0,68137.0,381.0,25613.0,7597.0,850.0,157.0,358.0,4469.0,6876.0,3331.0,9427.0,374.0,616.0,905.0,2223.0,4030.0,1219.0,5986.0,444.0,7505.0,2559.0,4235.0,775850.0,518931.0,244.0,7835.0,4907.0,13304.0,5200.0
Hsa-Mir-192-P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,285.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-193-P1a_3p*,76.0,20.0,0.0,0.0,0.0,0.0,32.0,0.0,36.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,22.0,52.0,21.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,39.0
Hsa-Mir-193-P1a_5p,112.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,33.0,5.0,66.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,51.0,0.0,0.0,12.0,76.0,0.0
Hsa-Mir-193-P1b_3p,1708.0,4.0,0.0,0.0,15.0,45.0,36.0,51.0,0.0,18.0,2.0,14.0,0.0,9.0,0.0,47.0,24.0,158.0,173.0,21.0,554.0,5.0,62.0,0.0,0.0,4.0,17.0,16.0,23.0,10.0,73.0,0.0,18.0,0.0,0.0,0.0,105.0,21.0,22.0,24.0,0.0,0.0,491.0,26.0,0.0,0.0,0.0,73.0,0.0
Hsa-Mir-193-P1b_5p*,3034.0,12.0,0.0,97.0,23.0,154.0,7.0,26.0,10.0,9.0,129.0,47.0,15.0,16.0,28.0,266.0,15.0,193.0,8.0,26.0,6.0,0.0,57.0,28.0,0.0,0.0,31.0,5.0,48.0,33.0,246.0,27.0,27.0,0.0,48.0,36.0,0.0,0.0,0.0,48.0,24.0,0.0,7.0,0.0,10.0,0.0,0.0,7.0,11.0
Hsa-Mir-193-P2a_3p/P2b_3p,738.0,24.0,0.0,27.0,0.0,0.0,12.0,9.0,12.0,17.0,0.0,40.0,15.0,0.0,9.0,42.0,0.0,69.0,233.0,11.0,152.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,4.0,15.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,278.0,24.0,0.0,0.0,15.0,61.0,0.0
Hsa-Mir-193-P2a_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,7.0,10.0,9.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0
Hsa-Mir-193-P2b_5p*,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Hsa-Mir-194-P1_3p*,213.0,17.0,0.0,0.0,0.0,31.0,0.0,9.0,0.0,0.0,84.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,9.0,0.0,0.0,0.0,0.0,173.0,559.0,0.0,0.0,28.0,9.0,18.0
Hsa-Mir-194-P1_5p/P2_5p,11096.0,686.0,122.0,779.0,191.0,650.0,443.0,410.0,281.0,339.0,802.0,311.0,185.0,207.0,530.0,1167.0,546.0,1424.0,942.0,499.0,8211.0,17.0,1839.0,621.0,686.0,10.0,64.0,449.0,377.0,303.0,482.0,68.0,50.0,142.0,174.0,161.0,132.0,322.0,61.0,498.0,274.0,29.0,49895.0,40766.0,19.0,66.0,497.0,2845.0,454.0
Hsa-Mir-194-P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-196-P1_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-196-P1_5p/P2_5p,19.0,0.0,0.0,23.0,0.0,0.0,22.0,0.0,0.0,33.0,0.0,9.0,7.0,12.0,7.0,0.0,11.0,23.0,1501.0,0.0,454.0,0.0,34.0,0.0,0.0,2.0,0.0,19.0,0.0,18.0,21.0,0.0,11.0,72.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,19.0,9.0,0.0,0.0,23.0,6.0,47.0
Hsa-Mir-196-P2_3p*,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,178.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-196-P3_3p*,0.0,74.0,0.0,32.0,0.0,17.0,5.0,17.0,36.0,35.0,0.0,28.0,21.0,17.0,50.0,30.0,58.0,18.0,6.0,38.0,5.0,0.0,22.0,22.0,0.0,0.0,8.0,33.0,0.0,0.0,0.0,0.0,5.0,38.0,5.0,16.0,0.0,14.0,0.0,49.0,26.0,0.0,8.0,2.0,0.0,0.0,20.0,0.0,42.0
Hsa-Mir-196-P3_5p,28.0,98.0,190.0,73.0,0.0,118.0,54.0,139.0,70.0,204.0,90.0,126.0,38.0,66.0,260.0,187.0,102.0,77.0,108.0,112.0,752.0,14.0,69.0,2.0,0.0,0.0,0.0,146.0,51.0,97.0,25.0,0.0,0.0,0.0,30.0,5.0,0.0,54.0,60.0,172.0,69.0,0.0,420.0,4.0,5.0,0.0,70.0,1326.0,131.0
Hsa-Mir-197_3p,309.0,88.0,0.0,66.0,54.0,89.0,69.0,52.0,55.0,55.0,10.0,97.0,54.0,46.0,158.0,209.0,78.0,121.0,3997.0,70.0,1701.0,51.0,310.0,63.0,5.0,20.0,37.0,38.0,201.0,28.0,150.0,0.0,47.0,0.0,11.0,51.0,0.0,73.0,37.0,33.0,58.0,0.0,3729.0,4639.0,5.0,0.0,87.0,2705.0,40.0
Hsa-Mir-197_5p*,81.0,67.0,0.0,69.0,15.0,199.0,76.0,68.0,54.0,78.0,312.0,78.0,67.0,74.0,87.0,110.0,186.0,84.0,6.0,140.0,15.0,29.0,78.0,136.0,0.0,0.0,0.0,59.0,110.0,5.0,40.0,0.0,0.0,78.0,85.0,55.0,404.0,97.0,0.0,48.0,69.0,1513.0,5.0,6.0,16.0,0.0,45.0,12.0,93.0
Hsa-Mir-199-P1-v1_5p*,9.0,99.0,76.0,49.0,40.0,0.0,36.0,63.0,114.0,35.0,85.0,95.0,10.0,12.0,84.0,224.0,91.0,77.0,317.0,62.0,897.0,41.0,79.0,60.0,0.0,15.0,0.0,70.0,39.0,89.0,23.0,0.0,20.0,120.0,0.0,63.0,0.0,39.0,31.0,39.0,87.0,2.0,2161.0,8.0,0.0,0.0,47.0,48.0,13.0
